region,date,variable,value
Vestland,2020-07-01,roomprice,1241
Vestland,2020-07-01,roomcap,65
Vestland,2020-07-01,bedcap,64
Vestland,2020-07-01,revenue,305555
Vestland,2020-07-01,revperroom,802
Vestland,2020-07-01,revsofar,855755
Vestland,2020-07-01,revroomsofar,422
Vestland,2020-07-01,roompricesofar,1070
Vestland,2020-07-01,roomcapsofar,40
Vestland,2020-07-01,bedcapsofar,30
Vestland,2020-08-01,rentedrooms,176553
Vestland,2020-08-01,roomprice,1166
Vestland,2020-08-01,roomcap,44
Vestland,2020-08-01,bedcap,35
Vestland,2020-08-01,revenue,205913
Vestland,2020-08-01,revperroom,516
Vestland,2020-08-01,revsofar,1061667
Vestland,2020-08-01,revroomsofar,437
Vestland,2020-08-01,roompricesofar,1087
Vestland,2020-08-01,roomcapsofar,40
Vestland,2020-08-01,bedcapsofar,30
Møre og Romsdal,2020-01-01,rentedrooms,40941
Møre og Romsdal,2020-01-01,roomprice,814
Møre og Romsdal,2020-01-01,roomcap,37
Møre og Romsdal,2020-01-01,bedcap,22
Møre og Romsdal,2020-01-01,revenue,33337
Møre og Romsdal,2020-01-01,revperroom,299
Møre og Romsdal,2020-01-01,revsofar,33337
Møre og Romsdal,2020-01-01,revroomsofar,299
Møre og Romsdal,2020-01-01,roompricesofar,814
Møre og Romsdal,2020-01-01,roomcapsofar,37
Møre og Romsdal,2020-01-01,bedcapsofar,22
Møre og Romsdal,2020-02-01,rentedrooms,44597
Møre og Romsdal,2020-02-01,roomprice,827
Møre og Romsdal,2020-02-01,roomcap,41
Møre og Romsdal,2020-02-01,bedcap,26
Møre og Romsdal,2020-02-01,revenue,36895
Møre og Romsdal,2020-02-01,revperroom,336
Møre og Romsdal,2020-02-01,revsofar,70231
Møre og Romsdal,2020-02-01,revroomsofar,318
Møre og Romsdal,2020-02-01,roompricesofar,821
Møre og Romsdal,2020-02-01,roomcapsofar,39
Møre og Romsdal,2020-02-01,bedcapsofar,24
Møre og Romsdal,2020-03-01,rentedrooms,26397
Møre og Romsdal,2020-03-01,roomprice,876
Møre og Romsdal,2020-03-01,roomcap,24
Møre og Romsdal,2020-03-01,bedcap,14
Møre og Romsdal,2020-03-01,revenue,23126
Møre og Romsdal,2020-03-01,revperroom,215
Møre og Romsdal,2020-03-01,revsofar,93358
Møre og Romsdal,2020-03-01,revroomsofar,284
Møre og Romsdal,2020-03-01,roompricesofar,834
Møre og Romsdal,2020-03-01,roomcapsofar,34
Møre og Romsdal,2020-03-01,bedcapsofar,20
Møre og Romsdal,2020-04-01,rentedrooms,13773
Møre og Romsdal,2020-04-01,roomprice,818
Møre og Romsdal,2020-04-01,roomcap,24
Møre og Romsdal,2020-04-01,bedcap,14
Møre og Romsdal,2020-04-01,revenue,11264
Møre og Romsdal,2020-04-01,revperroom,194
Møre og Romsdal,2020-04-01,revsofar,104622
Møre og Romsdal,2020-04-01,revroomsofar,271
Møre og Romsdal,2020-04-01,roompricesofar,832
Møre og Romsdal,2020-04-01,roomcapsofar,32
Møre og Romsdal,2020-04-01,bedcapsofar,19
Møre og Romsdal,2020-05-01,rentedrooms,24544
Møre og Romsdal,2020-05-01,roomprice,893
Møre og Romsdal,2020-05-01,roomcap,32
Møre og Romsdal,2020-05-01,bedcap,19
Møre og Romsdal,2020-05-01,revenue,21906
Møre og Romsdal,2020-05-01,revperroom,285
Møre og Romsdal,2020-05-01,revsofar,126528
Møre og Romsdal,2020-05-01,revroomsofar,273
Møre og Romsdal,2020-05-01,roompricesofar,842
Møre og Romsdal,2020-05-01,roomcapsofar,32
Møre og Romsdal,2020-05-01,bedcapsofar,19
Møre og Romsdal,2020-06-01,rentedrooms,47813
Møre og Romsdal,2020-06-01,roomprice,1056
Møre og Romsdal,2020-06-01,roomcap,42
Møre og Romsdal,2020-06-01,bedcap,32
Møre og Romsdal,2020-06-01,revenue,50487
Møre og Romsdal,2020-06-01,revperroom,443
Møre og Romsdal,2020-06-01,revsofar,177016
Møre og Romsdal,2020-06-01,revroomsofar,306
Møre og Romsdal,2020-06-01,roompricesofar,894
Møre og Romsdal,2020-06-01,roomcapsofar,34
Møre og Romsdal,2020-06-01,bedcapsofar,22
Møre og Romsdal,2020-07-01,rentedrooms,100202
Møre og Romsdal,2020-07-01,roomprice,1285
Møre og Romsdal,2020-07-01,roomcap,75
Møre og Romsdal,2020-07-01,bedcap,75
Møre og Romsdal,2020-07-01,revenue,128714
Møre og Romsdal,2020-07-01,revperroom,967
Møre og Romsdal,2020-07-01,revsofar,305730
Møre og Romsdal,2020-07-01,revroomsofar,430
Møre og Romsdal,2020-07-01,roompricesofar,1025
Møre og Romsdal,2020-07-01,roomcapsofar,42
Møre og Romsdal,2020-07-01,bedcapsofar,32
Møre og Romsdal,2020-08-01,rentedrooms,67798
Møre og Romsdal,2020-08-01,roomprice,1119
Møre og Romsdal,2020-08-01,roomcap,52
Møre og Romsdal,2020-08-01,bedcap,45
Møre og Romsdal,2020-08-01,revenue,75891
Møre og Romsdal,2020-08-01,revperroom,579
Møre og Romsdal,2020-08-01,revsofar,381621
Møre og Romsdal,2020-08-01,revroomsofar,453
Møre og Romsdal,2020-08-01,roompricesofar,1042
Møre og Romsdal,2020-08-01,roomcapsofar,44
Møre og Romsdal,2020-08-01,bedcapsofar,34
Trøndelag,2020-01-01,rentedrooms,102288
Trøndelag,2020-01-01,roomprice,957
Trøndelag,2020-01-01,roomcap,51
Trøndelag,2020-01-01,bedcap,31
Trøndelag,2020-01-01,revenue,97841
Trøndelag,2020-01-01,revperroom,487
Trøndelag,2020-01-01,revsofar,97841
Trøndelag,2020-01-01,revroomsofar,487
Trøndelag,2020-01-01,roompricesofar,957
Trøndelag,2020-01-01,roomcapsofar,51
Trøndelag,2020-01-01,bedcapsofar,31
Trøndelag,2020-02-01,rentedrooms,108070
Trøndelag,2020-02-01,roomprice,959
Trøndelag,2020-02-01,roomcap,57
Trøndelag,2020-02-01,bedcap,38
Trøndelag,2020-02-01,revenue,103681
Trøndelag,2020-02-01,revperroom,547
Trøndelag,2020-02-01,revsofar,201522
Trøndelag,2020-02-01,revroomsofar,516
Trøndelag,2020-02-01,roompricesofar,958
Trøndelag,2020-02-01,roomcapsofar,54
Trøndelag,2020-02-01,bedcapsofar,35
Trøndelag,2020-03-01,rentedrooms,51517
Trøndelag,2020-03-01,roomprice,1001
Trøndelag,2020-03-01,roomcap,29
Trøndelag,2020-03-01,bedcap,18
Trøndelag,2020-03-01,revenue,51587
Trøndelag,2020-03-01,revperroom,288
Trøndelag,2020-03-01,revsofar,253108
Trøndelag,2020-03-01,revroomsofar,444
Trøndelag,2020-03-01,roompricesofar,967
Trøndelag,2020-03-01,roomcapsofar,46
Trøndelag,2020-03-01,bedcapsofar,29
Trøndelag,2020-04-01,rentedrooms,12660
Trøndelag,2020-04-01,roomprice,913
Trøndelag,2020-04-01,roomcap,14
Trøndelag,2020-04-01,bedcap,9
Trøndelag,2020-04-01,revenue,11557
Trøndelag,2020-04-01,revperroom,131
Trøndelag,2020-04-01,revsofar,264665
Trøndelag,2020-04-01,revroomsofar,402
Trøndelag,2020-04-01,roompricesofar,964
Trøndelag,2020-04-01,roomcapsofar,42
Trøndelag,2020-04-01,bedcapsofar,27
Trøndelag,2020-05-01,rentedrooms,28270
Trøndelag,2020-05-01,roomprice,923
Trøndelag,2020-05-01,roomcap,23
Trøndelag,2020-05-01,bedcap,15
Trøndelag,2020-05-01,revenue,26088
Trøndelag,2020-05-01,revperroom,211
Trøndelag,2020-05-01,revsofar,290753
Trøndelag,2020-05-01,revroomsofar,372
Trøndelag,2020-05-01,roompricesofar,960
Trøndelag,2020-05-01,roomcapsofar,39
Trøndelag,2020-05-01,bedcapsofar,25
Trøndelag,2020-06-01,rentedrooms,76173
Trøndelag,2020-06-01,roomprice,956
Trøndelag,2020-06-01,roomcap,41
Trøndelag,2020-06-01,bedcap,32
Trøndelag,2020-06-01,revenue,72836
Trøndelag,2020-06-01,revperroom,392
Trøndelag,2020-06-01,revsofar,363589
Trøndelag,2020-06-01,revroomsofar,376
Trøndelag,2020-06-01,roompricesofar,959
Trøndelag,2020-06-01,roomcapsofar,39
Trøndelag,2020-06-01,bedcapsofar,26
Trøndelag,2020-07-01,rentedrooms,150218
Trøndelag,2020-07-01,roomprice,1064
Trøndelag,2020-07-01,roomcap,75
Trøndelag,2020-07-01,bedcap,67
Trøndelag,2020-07-01,revenue,159808
Trøndelag,2020-07-01,revperroom,800
Trøndelag,2020-07-01,revsofar,523396
Trøndelag,2020-07-01,revroomsofar,449
Trøndelag,2020-07-01,roompricesofar,989
Trøndelag,2020-07-01,roomcapsofar,45
Trøndelag,2020-07-01,bedcapsofar,33
Trøndelag,2020-08-01,rentedrooms,106408
Trøndelag,2020-08-01,roomprice,974
Trøndelag,2020-08-01,roomcap,49
Trøndelag,2020-08-01,bedcap,39
Trøndelag,2020-08-01,revenue,103608
Trøndelag,2020-08-01,revperroom,476
Trøndelag,2020-08-01,revsofar,627005
Trøndelag,2020-08-01,revroomsofar,453
Trøndelag,2020-08-01,roompricesofar,986
Trøndelag,2020-08-01,roomcapsofar,46
Trøndelag,2020-08-01,bedcapsofar,34
Nordland,2020-01-01,rentedrooms,49322
Nordland,2020-01-01,roomprice,920
Nordland,2020-01-01,roomcap,40
Nordland,2020-01-01,bedcap,24
Nordland,2020-01-01,revenue,45395
Nordland,2020-01-01,revperroom,372
Nordland,2020-01-01,revsofar,45395
Nordland,2020-01-01,revroomsofar,372
Nordland,2020-01-01,roompricesofar,920
Nordland,2020-01-01,roomcapsofar,40
Nordland,2020-01-01,bedcapsofar,24
Nordland,2020-02-01,rentedrooms,65073
Nordland,2020-02-01,roomprice,938
Nordland,2020-02-01,roomcap,54
Nordland,2020-02-01,bedcap,35
Nordland,2020-02-01,revenue,61006
Nordland,2020-02-01,revperroom,510
Nordland,2020-02-01,revsofar,106401
Nordland,2020-02-01,revroomsofar,440
Nordland,2020-02-01,roompricesofar,930
Nordland,2020-02-01,roomcapsofar,47
Nordland,2020-02-01,bedcapsofar,30
Nordland,2020-03-01,rentedrooms,34807
Nordland,2020-03-01,roomprice,973
Nordland,2020-03-01,roomcap,30
Nordland,2020-03-01,bedcap,19
Nordland,2020-03-01,revenue,33873
Nordland,2020-03-01,revperroom,296
Nordland,2020-03-01,revsofar,140274
Nordland,2020-03-01,revroomsofar,394
Nordland,2020-03-01,roompricesofar,940
Nordland,2020-03-01,roomcapsofar,42
Nordland,2020-03-01,bedcapsofar,26
Nordland,2020-04-01,rentedrooms,10330
Nordland,2020-04-01,roomprice,846
Nordland,2020-04-01,roomcap,13
Nordland,2020-04-01,bedcap,7
Nordland,2020-04-01,revenue,8736
Nordland,2020-04-01,revperroom,108
Nordland,2020-04-01,revsofar,149010
Nordland,2020-04-01,revroomsofar,341
Nordland,2020-04-01,roompricesofar,934
Nordland,2020-04-01,roomcapsofar,36
Nordland,2020-04-01,bedcapsofar,23
Nordland,2020-05-01,rentedrooms,22384
Nordland,2020-05-01,roomprice,916
Nordland,2020-05-01,roomcap,22
Nordland,2020-05-01,bedcap,13
Nordland,2020-05-01,revenue,20504
Nordland,2020-05-01,revperroom,201
Nordland,2020-05-01,revsofar,169514
Nordland,2020-05-01,revroomsofar,315
Nordland,2020-05-01,roompricesofar,932
Nordland,2020-05-01,roomcapsofar,34
Nordland,2020-05-01,bedcapsofar,21
Nordland,2020-06-01,rentedrooms,58275
Nordland,2020-06-01,roomprice,1020
Nordland,2020-06-01,roomcap,48
Nordland,2020-06-01,bedcap,34
Nordland,2020-06-01,revenue,59460
Nordland,2020-06-01,revperroom,491
Nordland,2020-06-01,revsofar,228974
Nordland,2020-06-01,revroomsofar,347
Nordland,2020-06-01,roompricesofar,953
Nordland,2020-06-01,roomcapsofar,36
Nordland,2020-06-01,bedcapsofar,23
Nordland,2020-07-01,rentedrooms,110886
Nordland,2020-07-01,roomprice,1091
Nordland,2020-07-01,roomcap,79
Nordland,2020-07-01,bedcap,75
Nordland,2020-07-01,revenue,120950
Nordland,2020-07-01,revperroom,863
Nordland,2020-07-01,revsofar,349925
Nordland,2020-07-01,revroomsofar,438
Nordland,2020-07-01,roompricesofar,997
Nordland,2020-07-01,roomcapsofar,44
Nordland,2020-07-01,bedcapsofar,32
Nordland,2020-08-01,rentedrooms,78047
Nordland,2020-08-01,roomprice,1016
Nordland,2020-08-01,roomcap,58
Nordland,2020-08-01,bedcap,44
Nordland,2020-08-01,revenue,79324
Nordland,2020-08-01,revperroom,593
Nordland,2020-08-01,revsofar,429248
Nordland,2020-08-01,revroomsofar,460
Nordland,2020-08-01,roompricesofar,1000
Nordland,2020-08-01,roomcapsofar,46
Nordland,2020-08-01,bedcapsofar,34
Troms og Finnmark,2020-01-01,rentedrooms,95415
Troms og Finnmark,2020-01-01,roomprice,1271
Troms og Finnmark,2020-01-01,roomcap,62
Troms og Finnmark,2020-01-01,bedcap,46
Troms og Finnmark,2020-01-01,revenue,121272
Troms og Finnmark,2020-01-01,revperroom,785
Troms og Finnmark,2020-01-01,revsofar,121272
Troms og Finnmark,2020-01-01,revroomsofar,785
Troms og Finnmark,2020-01-01,roompricesofar,1271
Troms og Finnmark,2020-01-01,roomcapsofar,62
Troms og Finnmark,2020-01-01,bedcapsofar,46
Troms og Finnmark,2020-02-01,rentedrooms,103717
Troms og Finnmark,2020-02-01,roomprice,1278
Troms og Finnmark,2020-02-01,roomcap,69
Troms og Finnmark,2020-02-01,bedcap,55
Troms og Finnmark,2020-02-01,revenue,132591
Troms og Finnmark,2020-02-01,revperroom,882
Troms og Finnmark,2020-02-01,revsofar,253864
Troms og Finnmark,2020-02-01,revroomsofar,833
Troms og Finnmark,2020-02-01,roompricesofar,1275
Troms og Finnmark,2020-02-01,roomcapsofar,65
Troms og Finnmark,2020-02-01,bedcapsofar,50
Troms og Finnmark,2020-03-01,rentedrooms,49655
Troms og Finnmark,2020-03-01,roomprice,1105
Troms og Finnmark,2020-03-01,roomcap,33
Troms og Finnmark,2020-03-01,bedcap,23
Troms og Finnmark,2020-03-01,revenue,54846
Troms og Finnmark,2020-03-01,revperroom,366
Troms og Finnmark,2020-03-01,revsofar,308709
Troms og Finnmark,2020-03-01,revroomsofar,679
Troms og Finnmark,2020-03-01,roompricesofar,1241
Troms og Finnmark,2020-03-01,roomcapsofar,55
Troms og Finnmark,2020-03-01,bedcapsofar,41
Troms og Finnmark,2020-04-01,rentedrooms,11059
Troms og Finnmark,2020-04-01,roomprice,831
Troms og Finnmark,2020-04-01,roomcap,13
Troms og Finnmark,2020-04-01,bedcap,7
Troms og Finnmark,2020-04-01,revenue,9186
Troms og Finnmark,2020-04-01,revperroom,109
Troms og Finnmark,2020-04-01,revsofar,317896
Troms og Finnmark,2020-04-01,revroomsofar,589
Troms og Finnmark,2020-04-01,roompricesofar,1223
Troms og Finnmark,2020-04-01,roomcapsofar,48
Troms og Finnmark,2020-04-01,bedcapsofar,36
Troms og Finnmark,2020-05-01,rentedrooms,24676
Troms og Finnmark,2020-05-01,roomprice,870
Troms og Finnmark,2020-05-01,roomcap,24
Troms og Finnmark,2020-05-01,bedcap,14
Troms og Finnmark,2020-05-01,revenue,21457
Troms og Finnmark,2020-05-01,revperroom,213
Troms og Finnmark,2020-05-01,revsofar,339353
Troms og Finnmark,2020-05-01,revroomsofar,530
Troms og Finnmark,2020-05-01,roompricesofar,1193
Troms og Finnmark,2020-05-01,roomcapsofar,44
Troms og Finnmark,2020-05-01,bedcapsofar,32
Troms og Finnmark,2020-06-01,rentedrooms,56559
Troms og Finnmark,2020-06-01,roomprice,920
Troms og Finnmark,2020-06-01,roomcap,38
Troms og Finnmark,2020-06-01,bedcap,24
Troms og Finnmark,2020-06-01,revenue,52022
Troms og Finnmark,2020-06-01,revperroom,346
Troms og Finnmark,2020-06-01,revsofar,391374
Troms og Finnmark,2020-06-01,revroomsofar,495
Troms og Finnmark,2020-06-01,roompricesofar,1147
Troms og Finnmark,2020-06-01,roomcapsofar,43
Troms og Finnmark,2020-06-01,bedcapsofar,31
Troms og Finnmark,2020-07-01,rentedrooms,81778
Troms og Finnmark,2020-07-01,roomprice,901
Troms og Finnmark,2020-07-01,roomcap,55
Troms og Finnmark,2020-07-01,bedcap,48
Troms og Finnmark,2020-07-01,revenue,73643
Troms og Finnmark,2020-07-01,revperroom,494
Troms og Finnmark,2020-07-01,revsofar,465017
Troms og Finnmark,2020-07-01,revroomsofar,495
Troms og Finnmark,2020-07-01,roompricesofar,1100
Troms og Finnmark,2020-07-01,roomcapsofar,45
Troms og Finnmark,2020-07-01,bedcapsofar,34
Troms og Finnmark,2020-08-01,rentedrooms,67730
Troms og Finnmark,2020-08-01,roomprice,900
Troms og Finnmark,2020-08-01,roomcap,44
Troms og Finnmark,2020-08-01,bedcap,33
Troms og Finnmark,2020-08-01,revenue,60985
Troms og Finnmark,2020-08-01,revperroom,399
Troms og Finnmark,2020-08-01,revsofar,526002
Troms og Finnmark,2020-08-01,revroomsofar,482
Troms og Finnmark,2020-08-01,roompricesofar,1072
Troms og Finnmark,2020-08-01,roomcapsofar,45
Troms og Finnmark,2020-08-01,bedcapsofar,34
Svalbard,2020-01-01,rentedrooms,5408
Svalbard,2020-01-01,roomprice,1027
Svalbard,2020-01-01,roomcap,49
Svalbard,2020-01-01,bedcap,37
Svalbard,2020-01-01,revenue,5552
Svalbard,2020-01-01,revperroom,504
Svalbard,2020-01-01,revsofar,5552
Svalbard,2020-01-01,revroomsofar,504
Svalbard,2020-01-01,roompricesofar,1027
Svalbard,2020-01-01,roomcapsofar,49
Svalbard,2020-01-01,bedcapsofar,37
Svalbard,2020-02-01,rentedrooms,8957
Svalbard,2020-02-01,roomprice,1311
Svalbard,2020-02-01,roomcap,65
Svalbard,2020-02-01,bedcap,50
Svalbard,2020-02-01,revenue,11738
Svalbard,2020-02-01,revperroom,847
Svalbard,2020-02-01,revsofar,17290
Svalbard,2020-02-01,revroomsofar,695
Svalbard,2020-02-01,roompricesofar,1204
Svalbard,2020-02-01,roomcapsofar,58
Svalbard,2020-02-01,bedcapsofar,44
Svalbard,2020-03-01,rentedrooms,4217
Svalbard,2020-03-01,roomprice,1836
Svalbard,2020-03-01,roomcap,40
Svalbard,2020-03-01,bedcap,31
Svalbard,2020-03-01,revenue,7741
Svalbard,2020-03-01,revperroom,727
Svalbard,2020-03-01,revsofar,25031
Svalbard,2020-03-01,revroomsofar,705
Svalbard,2020-03-01,roompricesofar,1347
Svalbard,2020-03-01,roomcapsofar,52
Svalbard,2020-03-01,bedcapsofar,40
Svalbard,2020-04-01,rentedrooms,222
Svalbard,2020-04-01,roomprice,1471
Svalbard,2020-04-01,roomcap,4
Svalbard,2020-04-01,bedcap,4
Svalbard,2020-04-01,revenue,327
Svalbard,2020-04-01,revperroom,66
Svalbard,2020-04-01,revsofar,25357
Svalbard,2020-04-01,revroomsofar,627
Svalbard,2020-04-01,roompricesofar,1349
Svalbard,2020-04-01,roomcapsofar,46
Svalbard,2020-04-01,bedcapsofar,36
Svalbard,2020-05-01,rentedrooms,147
Svalbard,2020-05-01,roomprice,1508
Svalbard,2020-05-01,roomcap,2
Svalbard,2020-05-01,bedcap,1
Svalbard,2020-05-01,revenue,222
Svalbard,2020-05-01,revperroom,32
Svalbard,2020-05-01,revsofar,25579
Svalbard,2020-05-01,revroomsofar,540
Svalbard,2020-05-01,roompricesofar,1350
Svalbard,2020-05-01,roomcapsofar,40
Svalbard,2020-05-01,bedcapsofar,31
Svalbard,2020-06-01,rentedrooms,1699
Svalbard,2020-06-01,roomprice,1590
Svalbard,2020-06-01,roomcap,24
Svalbard,2020-06-01,bedcap,17
Svalbard,2020-06-01,revenue,2702
Svalbard,2020-06-01,revperroom,383
Svalbard,2020-06-01,revsofar,28281
Svalbard,2020-06-01,revroomsofar,520
Svalbard,2020-06-01,roompricesofar,1370
Svalbard,2020-06-01,roomcapsofar,38
Svalbard,2020-06-01,bedcapsofar,29
Svalbard,2020-07-01,rentedrooms,4723
Svalbard,2020-07-01,roomprice,1569
Svalbard,2020-07-01,roomcap,40
Svalbard,2020-07-01,bedcap,37
Svalbard,2020-07-01,revenue,7409
Svalbard,2020-07-01,revperroom,632
Svalbard,2020-07-01,revsofar,35690
Svalbard,2020-07-01,revroomsofar,540
Svalbard,2020-07-01,roompricesofar,1407
Svalbard,2020-07-01,roomcapsofar,38
Svalbard,2020-07-01,bedcapsofar,30
Svalbard,2020-08-01,rentedrooms,4603
Svalbard,2020-08-01,roomprice,1389
Svalbard,2020-08-01,roomcap,46
Svalbard,2020-08-01,bedcap,35
Svalbard,2020-08-01,revenue,6393
Svalbard,2020-08-01,revperroom,634
Svalbard,2020-08-01,revsofar,42083
Svalbard,2020-08-01,revroomsofar,552
Svalbard,2020-08-01,roompricesofar,1404
Svalbard,2020-08-01,roomcapsofar,39
Svalbard,2020-08-01,bedcapsofar,31
Whole country,2020-01-01,rentedrooms,1158050
Whole country,2020-01-01,roomprice,960
Whole country,2020-01-01,roomcap,47
Whole country,2020-01-01,bedcap,30
Whole country,2020-01-01,revenue,1111532
Whole country,2020-01-01,revperroom,451
Whole country,2020-01-01,revsofar,1111532
Whole country,2020-01-01,revroomsofar,451
Whole country,2020-01-01,roompricesofar,960
Whole country,2020-01-01,roomcapsofar,47
Whole country,2020-01-01,bedcapsofar,30
Whole country,2020-02-01,rentedrooms,1218795
Whole country,2020-02-01,roomprice,989
Whole country,2020-02-01,roomcap,52
Whole country,2020-02-01,bedcap,37
Whole country,2020-02-01,revenue,1205499
Whole country,2020-02-01,revperroom,515
Whole country,2020-02-01,revsofar,2317031
Whole country,2020-02-01,revroomsofar,482
Whole country,2020-02-01,roompricesofar,975
Whole country,2020-02-01,roomcapsofar,49
Whole country,2020-02-01,bedcapsofar,33
Whole country,2020-03-01,rentedrooms,605679
Whole country,2020-03-01,roomprice,997
Whole country,2020-03-01,roomcap,28
Whole country,2020-03-01,bedcap,17
Whole country,2020-03-01,revenue,604046
Whole country,2020-03-01,revperroom,275
Whole country,2020-03-01,revsofar,2921077
Whole country,2020-03-01,revroomsofar,417
Whole country,2020-03-01,roompricesofar,979
Whole country,2020-03-01,roomcapsofar,43
Whole country,2020-03-01,bedcapsofar,28
Whole country,2020-04-01,rentedrooms,189510
Whole country,2020-04-01,roomprice,852
Whole country,2020-04-01,roomcap,16
Whole country,2020-04-01,bedcap,9
Whole country,2020-04-01,revenue,161406
Whole country,2020-04-01,revperroom,138
Whole country,2020-04-01,revsofar,3082484
Whole country,2020-04-01,revroomsofar,377
Whole country,2020-04-01,roompricesofar,972
Whole country,2020-04-01,roomcapsofar,39
Whole country,2020-04-01,bedcapsofar,26
Whole country,2020-05-01,rentedrooms,344010
Whole country,2020-05-01,roomprice,911
Whole country,2020-05-01,roomcap,24
Whole country,2020-05-01,bedcap,15
Whole country,2020-05-01,revenue,313499
Whole country,2020-05-01,revperroom,218
Whole country,2020-05-01,revsofar,3395982
Whole country,2020-05-01,revroomsofar,353
Whole country,2020-05-01,roompricesofar,966
Whole country,2020-05-01,roomcapsofar,37
Whole country,2020-05-01,bedcapsofar,24
Whole country,2020-06-01,rentedrooms,779081
Whole country,2020-06-01,roomprice,994
Whole country,2020-06-01,roomcap,36
Whole country,2020-06-01,bedcap,26
Whole country,2020-06-01,revenue,774423
Whole country,2020-06-01,revperroom,363
Whole country,2020-06-01,revsofar,4170405
Whole country,2020-06-01,revroomsofar,355
Whole country,2020-06-01,roompricesofar,971
Whole country,2020-06-01,roomcapsofar,37
Whole country,2020-06-01,bedcapsofar,24
Whole country,2020-07-01,rentedrooms,1490879
Whole country,2020-07-01,roomprice,1102
Whole country,2020-07-01,roomcap,63
Whole country,2020-07-01,bedcap,59
Whole country,2020-07-01,revenue,1643036
Whole country,2020-07-01,revperroom,693
Whole country,2020-07-01,revsofar,5813441
Whole country,2020-07-01,revroomsofar,412
Whole country,2020-07-01,roompricesofar,1005
Whole country,2020-07-01,roomcapsofar,41
Whole country,2020-07-01,bedcapsofar,30
Whole country,2020-08-01,rentedrooms,1098409
Whole country,2020-08-01,roomprice,997
Whole country,2020-08-01,roomcap,44
Whole country,2020-08-01,bedcap,33
Whole country,2020-08-01,revenue,1095267
Whole country,2020-08-01,revperroom,436
Whole country,2020-08-01,revsofar,6908709
Whole country,2020-08-01,revroomsofar,415
Whole country,2020-08-01,roompricesofar,1004
Whole country,2020-08-01,roomcapsofar,41
Whole country,2020-08-01,bedcapsofar,31
